Age,AgeGroup,Department,JobRole,Gender,MaritalStatus,OverTime,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,YearsSinceLastPromotion,TotalWorkingYears,JobLevel,BusinessTravel,Attrition,AttritionBinary,Cluster,ClusterLabel
30,26-35,Sales,Sales Executive,Male,Married,No,9714,1,2,3,2,10,6,10,2,Travel_Rarely,Yes,1,1,Loyal Mid-Career
38,36-45,Human Resources,Human Resources,Male,Married,No,6077,3,3,3,3,6,1,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Laboratory Technician,Male,Single,No,2450,1,4,3,2,3,1,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Sales,Sales Executive,Male,Married,No,9250,2,3,3,3,4,1,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Laboratory Technician,Female,Divorced,Yes,2074,1,1,3,3,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
53,46-55,Research & Development,Manufacturing Director,Female,Married,No,10169,4,3,3,2,33,1,34,3,Travel_Rarely,Yes,1,0,Stable Senior
38,36-45,Research & Development,Manufacturing Director,Male,Married,No,4855,2,3,3,3,5,1,7,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
32,26-35,Research & Development,Research Scientist,Male,Married,No,4087,1,4,2,3,6,1,9,2,Non-Travel,No,0,3,At-Risk Mid-Level
48,46-55,Research & Development,Research Scientist,Female,Married,No,2367,1,3,2,3,8,7,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Research Scientist,Male,Single,No,2972,4,1,1,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
55,46-55,Sales,Manager,Male,Married,No,19586,4,3,3,2,36,2,36,5,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Research & Development,Research Scientist,Male,Married,No,5484,4,2,2,3,2,2,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
26,26-35,Research & Development,Research Scientist,Female,Married,No,2061,4,1,3,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
38,36-45,Sales,Sales Executive,Male,Married,No,9924,2,3,3,3,9,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Sales,Sales Executive,Female,Single,No,4198,2,2,4,3,3,1,8,2,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Sales,Sales Executive,Female,Single,No,6815,3,2,3,3,1,0,15,2,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Laboratory Technician,Male,Single,Yes,4723,1,2,3,3,10,1,10,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Healthcare Representative,Female,Single,Yes,6142,3,1,3,3,5,0,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
39,36-45,Sales,Sales Executive,Male,Married,No,8237,3,4,3,4,7,7,11,3,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Healthcare Representative,Male,Divorced,No,8853,4,1,4,3,6,1,6,2,Travel_Frequently,No,0,1,Loyal Mid-Career
50,46-55,Sales,Manager,Male,Married,Yes,19331,3,3,3,3,1,0,27,5,Travel_Rarely,No,0,0,Stable Senior
23,18-25,Research & Development,Research Scientist,Male,Married,No,2073,3,4,3,4,2,2,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,5562,1,1,3,4,3,0,9,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
42,36-45,Research & Development,Manager,Male,Single,No,19613,4,4,3,2,1,0,24,5,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Research & Development,Laboratory Technician,Male,Married,No,3407,3,2,2,4,10,6,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Healthcare Representative,Male,Married,No,5063,3,4,2,2,8,7,8,2,Travel_Frequently,No,0,1,Loyal Mid-Career
40,36-45,Sales,Sales Executive,Female,Married,No,4639,1,4,3,3,5,1,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
43,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,4876,2,4,3,4,6,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Laboratory Technician,Male,Married,No,2690,4,3,2,2,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
46,46-55,Sales,Manager,Male,Single,No,17567,1,4,1,4,26,0,27,4,Travel_Rarely,No,0,0,Stable Senior
28,26-35,Research & Development,Laboratory Technician,Male,Married,Yes,2408,2,3,3,3,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
22,18-25,Research & Development,Research Scientist,Female,Married,Yes,2814,3,2,2,2,4,1,4,1,Non-Travel,No,0,2,Burnt-Out & Overworked
50,46-55,Research & Development,Healthcare Representative,Male,Married,Yes,11245,3,2,3,3,30,12,32,4,Travel_Frequently,No,0,0,Stable Senior
32,26-35,Research & Development,Research Scientist,Female,Married,No,3312,4,2,3,4,3,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Research Director,Female,Divorced,Yes,19049,4,2,2,3,22,1,23,5,Travel_Rarely,No,0,0,Stable Senior
30,26-35,Research & Development,Research Scientist,Male,Married,No,2141,2,2,2,2,6,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Laboratory Technician,Female,Single,Yes,5769,1,3,3,1,10,1,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
45,36-45,Sales,Sales Executive,Male,Married,No,4385,1,1,3,2,10,4,10,2,Non-Travel,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Executive,Male,Single,No,5332,1,4,3,3,5,0,10,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Manufacturing Director,Female,Married,Yes,4663,3,3,3,3,3,1,7,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
34,26-35,Research & Development,Manufacturing Director,Male,Divorced,No,4724,4,3,3,4,9,7,9,2,Travel_Frequently,No,0,1,Loyal Mid-Career
49,46-55,Research & Development,Laboratory Technician,Female,Married,No,3211,1,3,2,3,9,1,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
39,36-45,Research & Development,Manufacturing Director,Male,Married,No,5377,1,2,3,3,7,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
27,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,4066,1,4,3,2,7,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Research Scientist,Male,Married,No,5208,1,2,3,4,16,1,16,2,Travel_Rarely,No,0,1,Loyal Mid-Career
28,26-35,Research & Development,Manufacturing Director,Female,Divorced,No,4877,1,2,2,1,5,0,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
21,18-25,Research & Development,Research Scientist,Male,Single,No,3117,4,3,3,3,2,2,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
18,,Sales,Sales Representative,Female,Single,Yes,1569,4,2,4,3,0,0,0,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
47,46-55,Human Resources,Manager,Female,Married,No,19658,3,4,3,3,5,1,27,5,Travel_Rarely,No,0,0,Stable Senior
39,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,3069,3,3,3,2,10,0,11,2,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Manufacturing Director,Female,Married,No,10435,3,1,3,2,18,14,18,3,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Research & Development,Healthcare Representative,Female,Married,No,4148,3,3,3,3,14,2,15,2,Non-Travel,No,0,1,Loyal Mid-Career
37,36-45,Research & Development,Manufacturing Director,Male,Married,No,5768,3,3,2,3,4,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
39,36-45,Research & Development,Manufacturing Director,Female,Single,No,5042,3,1,1,3,9,3,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
45,36-45,Research & Development,Manufacturing Director,Female,Divorced,No,5770,4,4,3,2,10,3,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Manufacturing Director,Female,Married,Yes,7756,3,4,4,2,5,0,10,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Sales,Sales Executive,Male,Married,No,10306,1,4,3,2,13,6,15,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
37,36-45,Research & Development,Research Scientist,Female,Married,No,3936,2,2,1,3,8,7,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Manufacturing Director,Female,Single,Yes,7945,4,3,2,3,4,3,18,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
44,36-45,Human Resources,Human Resources,Male,Married,Yes,5743,4,1,3,3,10,0,14,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
48,46-55,Research & Development,Manager,Male,Married,No,15202,4,3,3,2,2,2,23,4,Travel_Frequently,No,0,0,Stable Senior
35,26-35,Sales,Sales Executive,Male,Divorced,Yes,5440,4,1,2,1,2,2,7,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
24,18-25,Research & Development,Research Scientist,Female,Single,Yes,3760,4,1,3,3,6,1,6,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
27,26-35,Research & Development,Research Scientist,Female,Married,No,3517,3,2,3,4,3,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
27,26-35,Research & Development,Research Scientist,Male,Single,No,2580,4,4,2,3,4,1,6,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Laboratory Technician,Male,Single,Yes,2166,1,1,1,3,4,0,10,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
29,26-35,Sales,Sales Executive,Male,Single,No,5869,3,3,3,2,5,1,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Healthcare Representative,Female,Married,No,8008,1,2,3,3,3,0,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
25,18-25,Research & Development,Manufacturing Director,Male,Divorced,No,5206,3,4,3,4,7,0,7,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
39,36-45,Research & Development,Manufacturing Director,Male,Married,No,5295,2,4,3,3,5,1,7,2,Travel_Rarely,No,0,1,Loyal Mid-Career
49,46-55,Research & Development,Research Director,Female,Married,No,16413,2,1,3,3,4,1,27,4,Travel_Rarely,No,0,0,Stable Senior
50,46-55,Research & Development,Research Director,Female,Divorced,No,13269,1,4,3,2,14,1,19,3,Travel_Rarely,No,0,0,Stable Senior
20,18-25,Sales,Sales Representative,Female,Single,No,2783,3,3,3,3,2,2,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Research Scientist,Female,Divorced,No,5433,2,4,3,3,11,7,11,2,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Laboratory Technician,Male,Single,No,2013,2,1,3,3,4,1,15,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
49,46-55,Research & Development,Healthcare Representative,Female,Married,Yes,13966,3,3,3,2,15,2,30,4,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Research & Development,Manufacturing Director,Female,Married,No,4374,3,4,3,2,3,1,4,2,Non-Travel,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Healthcare Representative,Male,Divorced,No,6842,1,4,3,4,5,0,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
54,46-55,Research & Development,Manager,Female,Married,No,17426,3,2,3,3,10,4,36,4,Travel_Rarely,No,0,0,Stable Senior
43,36-45,Research & Development,Research Director,Male,Married,No,17603,3,3,3,2,14,6,14,4,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Sales,Sales Executive,Male,Single,Yes,4581,4,4,4,3,11,6,13,2,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
38,36-45,Research & Development,Research Scientist,Male,Married,No,4735,4,4,4,3,13,2,19,2,Travel_Frequently,No,0,1,Loyal Mid-Career
29,26-35,Sales,Sales Executive,Male,Divorced,Yes,4187,2,1,2,2,10,0,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
33,26-35,Sales,Sales Executive,Male,Divorced,No,5505,4,4,3,3,6,0,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
32,26-35,Research & Development,Research Scientist,Male,Divorced,No,5470,2,4,2,3,9,1,10,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Sales,Sales Executive,Female,Married,No,5476,4,1,3,3,10,0,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
49,46-55,Research & Development,Laboratory Technician,Female,Divorced,Yes,2587,1,4,2,3,2,2,17,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
38,36-45,Research & Development,Laboratory Technician,Female,Single,No,2440,2,4,3,2,4,3,4,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
47,46-55,Sales,Manager,Female,Divorced,No,15972,2,2,3,4,3,1,29,4,Travel_Rarely,No,0,0,Stable Senior
49,46-55,Research & Development,Manager,Male,Single,No,15379,3,3,3,3,8,0,23,4,Travel_Rarely,No,0,0,Stable Senior
41,36-45,Sales,Sales Executive,Male,Single,Yes,7082,3,4,3,3,2,0,21,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
20,18-25,Sales,Sales Representative,Male,Single,No,2728,1,4,3,3,2,0,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
33,26-35,Sales,Sales Executive,Female,Divorced,Yes,5368,4,3,3,3,6,1,7,2,Non-Travel,No,0,2,Burnt-Out & Overworked
36,36-45,Research & Development,Healthcare Representative,Male,Married,No,5347,3,1,2,3,3,0,10,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Human Resources,Human Resources,Female,Divorced,Yes,3195,4,3,3,3,2,2,8,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
23,18-25,Research & Development,Laboratory Technician,Male,Single,Yes,3989,3,4,3,2,5,1,5,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
38,36-45,Research & Development,Laboratory Technician,Female,Married,No,3306,3,4,2,3,0,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
53,46-55,Research & Development,Healthcare Representative,Male,Married,No,7005,4,2,3,4,4,1,11,3,Travel_Rarely,No,0,1,Loyal Mid-Career
48,46-55,Sales,Sales Representative,Female,Married,Yes,2655,3,4,3,3,9,7,19,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
32,26-35,Research & Development,Laboratory Technician,Male,Single,No,1393,2,4,3,3,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
26,26-35,Research & Development,Laboratory Technician,Male,Single,No,2570,4,4,3,3,7,5,7,1,Non-Travel,No,0,3,At-Risk Mid-Level
55,46-55,Research & Development,Research Scientist,Male,Divorced,No,3537,2,1,3,2,4,1,8,1,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Laboratory Technician,Male,Married,No,3986,4,2,4,2,15,4,15,2,Travel_Rarely,No,0,1,Loyal Mid-Career
60,56-65,Research & Development,Healthcare Representative,Male,Divorced,No,10883,4,3,4,1,1,0,19,3,Travel_Rarely,No,0,1,Loyal Mid-Career
33,26-35,Research & Development,Laboratory Technician,Male,Married,No,2028,2,2,3,4,14,2,14,1,Travel_Rarely,No,0,1,Loyal Mid-Career
37,36-45,Sales,Sales Executive,Male,Divorced,No,9525,4,3,2,1,6,1,6,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Research Scientist,Female,Married,No,2929,4,2,3,2,10,8,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
23,18-25,Sales,Sales Representative,Male,Divorced,Yes,2275,4,3,3,3,3,0,3,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
44,36-45,Research & Development,Healthcare Representative,Female,Married,Yes,7879,4,3,3,4,8,6,9,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Research Scientist,Male,Single,Yes,4930,4,1,4,2,5,1,6,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
43,36-45,Sales,Sales Executive,Male,Married,Yes,7847,4,4,3,3,10,8,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
24,18-25,Research & Development,Research Scientist,Male,Married,No,4401,3,3,3,4,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
41,36-45,Sales,Sales Executive,Male,Single,No,9241,3,4,3,3,10,8,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Laboratory Technician,Female,Married,No,2974,3,4,3,3,5,1,9,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
36,36-45,Sales,Sales Representative,Female,Single,No,4502,4,3,2,3,13,6,17,2,Travel_Rarely,No,0,1,Loyal Mid-Career
45,36-45,Research & Development,Healthcare Representative,Male,Married,No,10748,3,3,2,2,23,14,25,3,Non-Travel,No,0,0,Stable Senior
24,18-25,Human Resources,Human Resources,Male,Married,No,1555,3,4,3,1,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
47,46-55,Sales,Sales Executive,Male,Married,No,12936,3,3,1,1,23,14,25,4,Travel_Frequently,Yes,1,0,Stable Senior
26,26-35,Research & Development,Laboratory Technician,Male,Married,No,2305,3,4,4,1,3,0,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Research Director,Female,Single,No,16704,2,4,3,2,21,8,21,4,Travel_Rarely,No,0,0,Stable Senior
32,26-35,Research & Development,Research Scientist,Male,Married,No,3433,3,1,2,3,5,1,10,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Laboratory Technician,Male,Married,No,3477,3,2,4,3,5,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
41,36-45,Human Resources,Human Resources,Male,Married,No,6430,2,3,3,1,3,1,10,2,Non-Travel,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Manufacturing Director,Female,Married,Yes,6516,1,2,3,3,1,0,18,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
24,18-25,Research & Development,Laboratory Technician,Male,Divorced,No,3907,1,2,4,3,6,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
46,46-55,Research & Development,Healthcare Representative,Male,Single,No,5562,2,3,3,3,10,0,19,2,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Manufacturing Director,Male,Married,No,6883,3,4,3,3,7,0,17,2,Travel_Rarely,No,0,1,Loyal Mid-Career
30,26-35,Research & Development,Research Scientist,Male,Married,No,2862,4,2,2,3,10,0,10,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
47,46-55,Sales,Sales Executive,Male,Married,No,4978,2,3,1,3,1,0,4,2,Non-Travel,No,0,3,At-Risk Mid-Level
46,46-55,Sales,Sales Executive,Male,Divorced,Yes,10368,4,3,2,3,10,0,13,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
36,36-45,Sales,Sales Executive,Male,Divorced,Yes,6134,1,2,3,2,2,2,16,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
32,26-35,Sales,Sales Executive,Male,Single,No,6735,2,1,3,1,0,0,10,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
23,18-25,Research & Development,Laboratory Technician,Female,Single,No,3295,2,3,1,3,3,1,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Manufacturing Director,Female,Single,No,5238,4,4,2,3,5,1,9,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
39,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,6472,4,4,3,3,9,5,9,2,Non-Travel,No,0,2,Burnt-Out & Overworked
32,26-35,Sales,Sales Executive,Male,Married,No,9610,3,4,1,1,4,0,10,3,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Sales,Manager,Male,Single,No,19833,2,2,2,3,21,12,21,5,Travel_Rarely,No,0,0,Stable Senior
45,36-45,Human Resources,Human Resources,Female,Married,No,9756,3,3,4,1,5,0,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
30,26-35,Research & Development,Research Scientist,Female,Single,No,4968,1,4,3,2,9,0,10,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
24,18-25,Human Resources,Human Resources,Male,Married,No,2145,4,1,3,3,2,2,3,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
30,26-35,Human Resources,Human Resources,Female,Divorced,No,2180,4,3,2,2,4,1,6,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
31,26-35,Sales,Sales Executive,Male,Married,No,8346,3,1,3,3,5,0,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
27,26-35,Research & Development,Research Scientist,Female,Single,No,3445,4,3,2,3,6,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
29,26-35,Sales,Sales Representative,Female,Single,No,2760,2,2,3,1,2,2,2,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
29,26-35,Research & Development,Healthcare Representative,Male,Single,Yes,6294,3,4,4,4,3,0,10,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
30,26-35,Sales,Sales Executive,Male,Divorced,No,7140,1,3,3,2,7,1,12,3,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Research Scientist,Male,Married,Yes,2932,4,4,3,4,5,1,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
33,26-35,Sales,Sales Executive,Female,Single,No,5147,2,4,2,3,11,1,13,2,Non-Travel,No,0,1,Loyal Mid-Career
49,46-55,Sales,Sales Executive,Female,Single,No,4507,4,4,4,3,5,0,8,2,Travel_Rarely,No,0,1,Loyal Mid-Career
33,26-35,Sales,Sales Executive,Female,Single,Yes,8564,1,1,2,3,0,0,11,3,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
38,36-45,Research & Development,Laboratory Technician,Female,Married,No,2468,2,3,2,2,6,0,9,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
31,26-35,Sales,Sales Executive,Male,Married,No,8161,3,1,3,3,1,0,10,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
29,26-35,Research & Development,Research Scientist,Female,Divorced,No,2109,1,4,3,2,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Healthcare Representative,Male,Married,No,5294,3,3,3,4,7,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
32,26-35,Research & Development,Research Scientist,Male,Single,No,2718,2,2,3,3,7,0,12,1,Non-Travel,No,0,3,At-Risk Mid-Level
38,36-45,Research & Development,Healthcare Representative,Male,Married,Yes,5811,4,2,3,1,1,1,15,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
43,36-45,Research & Development,Research Scientist,Male,Married,Yes,2437,3,3,3,2,1,0,6,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
42,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,2766,2,2,2,3,5,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
55,46-55,Research & Development,Research Director,Male,Married,No,19038,1,3,3,2,1,0,34,5,Travel_Rarely,No,0,0,Stable Senior
33,26-35,Research & Development,Research Scientist,Male,Divorced,No,3055,2,4,2,3,9,1,11,2,Non-Travel,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,2289,1,3,3,3,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Sales,Sales Executive,Male,Divorced,Yes,4001,3,4,3,3,15,0,15,2,Non-Travel,No,0,2,Burnt-Out & Overworked
53,46-55,Research & Development,Manufacturing Director,Female,Married,Yes,12965,3,1,2,2,3,0,27,4,Non-Travel,No,0,0,Stable Senior
43,36-45,Human Resources,Human Resources,Male,Single,No,3539,4,2,3,3,9,1,10,1,Travel_Rarely,No,0,1,Loyal Mid-Career
34,26-35,Sales,Sales Executive,Female,Single,No,6029,4,4,3,1,2,2,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
21,18-25,Sales,Sales Representative,Male,Single,No,2679,2,2,3,3,1,1,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
38,36-45,Research & Development,Laboratory Technician,Female,Married,No,3702,3,4,3,2,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
22,18-25,Research & Development,Laboratory Technician,Female,Married,Yes,2398,1,3,3,3,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
31,26-35,Sales,Sales Executive,Female,Married,No,5468,4,1,3,2,12,5,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
51,46-55,Research & Development,Manager,Female,Married,No,13116,3,1,3,3,2,2,15,3,Travel_Rarely,No,0,1,Loyal Mid-Career
37,36-45,Sales,Sales Executive,Male,Married,No,4189,2,2,3,2,5,0,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
46,46-55,Research & Development,Research Director,Male,Divorced,Yes,19328,4,3,3,3,2,2,24,5,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Research & Development,Healthcare Representative,Male,Married,Yes,8321,1,4,3,3,12,5,15,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
44,36-45,Research & Development,Research Scientist,Male,Divorced,Yes,2342,2,3,2,3,5,2,6,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
37,36-45,Human Resources,Human Resources,Male,Divorced,No,4071,2,3,2,3,10,4,19,2,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Sales,Sales Executive,Male,Single,Yes,5813,4,3,3,3,10,7,10,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
33,26-35,Research & Development,Research Scientist,Male,Married,No,3143,1,4,3,4,10,7,14,1,Travel_Rarely,No,0,1,Loyal Mid-Career
28,26-35,Research & Development,Research Scientist,Male,Married,No,2044,4,3,4,3,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
39,36-45,Research & Development,Research Director,Male,Single,No,13464,3,3,3,3,4,2,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
46,46-55,Sales,Sales Executive,Male,Single,No,7991,2,2,3,2,2,2,6,2,Non-Travel,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Laboratory Technician,Female,Married,No,3377,1,3,2,3,4,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Healthcare Representative,Male,Married,No,5538,1,2,2,4,0,0,10,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Manufacturing Director,Male,Divorced,No,5762,4,2,3,3,7,1,15,2,Non-Travel,No,0,1,Loyal Mid-Career
38,36-45,Human Resources,Human Resources,Male,Divorced,No,2592,2,1,3,3,11,3,13,1,Non-Travel,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Laboratory Technician,Male,Married,No,5346,1,4,2,3,7,0,11,2,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
37,36-45,Research & Development,Manufacturing Director,Male,Single,No,4213,1,4,1,3,10,0,10,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
39,36-45,Sales,Sales Executive,Male,Divorced,No,4127,4,3,3,3,2,2,7,2,Travel_Frequently,No,0,1,Loyal Mid-Career
43,36-45,Research & Development,Research Scientist,Male,Single,No,2438,3,1,2,3,3,1,7,1,Non-Travel,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Healthcare Representative,Male,Single,No,6870,2,2,1,4,3,1,11,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
